,Rank,Artist,Song,Year,Artist_ID
5336,54,"Missy ""Misdemeanor"" Elliott",Work It,2002,5niRbYTYBUDibifKoFfieF
5337,55,Ludacris feat. Mystikal and Infamous 2.0,Move Bitch,2002,3ipn9JLAPI5GUEo4y4jcoi
5338,56,LeAnn Rimes,Can't Fight the Moonlight,2002,2d3VHzlOEwXvmBdS4pzOPL
5339,57,Enrique Iglesias,Escape,2002,7qG3b048QCHVRO5Pv1T5lw
5340,58,Aaliyah,More than a Woman,2002,0urTpYCsixqZwgNTkPJOJ4
5341,59,No Doubt,Hello Good,2002,0cQbJU1aAzvbEmTuljWLlF
5342,60,Faith Evans,I Love You,2002,5NDMothbpdpq2xHqSjrrWn
5343,61,Daniel Bedingfield,Gotta Get Thru This,2002,11hIqBsGRPztdjBHCSLClX
5344,62,Busta Rhymes feat. P. Diddy and Pharrell,Pass the Courvoisier Part II,2002,1YfEcTuGvBQ8xSD1f53UnK
5345,63,Eminem,Lose Yourself,2002,7dGJo4pcD2V6oG8kP0tJRR
5346,64,Michael Jackson,Butterflies,2002,3fMbdgg4jU18AjLCKBhRSm
5347,65,Brandy,What About Us?,2002,05oH07COxkXKIMt6mIPRee
5348,66,Shakira,Underneath your Clothes,2002,0EmeFodog0BfCgMzAIvKQp
5349,67,Mary J. Blige feat. Ja Rule,Rainy Dayz,2002,1XkoF8ryArs86LZvFOkbyr
5350,68,Ginuwine,Differences,2002,7r8RF1tN2A4CiGEplkp1oP
5351,69,Angie Martinez feat. Lil' Mo and Sacario,If I could Go!,2002,6VJqy1YyzrK4ZhgGs9cNTy
5352,70,OutKast feat. Killer Mike,The Whole World,2002,1G9G7WwrXka3Z1r7aIDjI7
5353,71,No Doubt feat. Lady Saw,Underneath it All,2002,0cQbJU1aAzvbEmTuljWLlF
5354,72,City High feat. Eve,Caramel,2002,0LlPal5iJGcCWwZp8VefVs
5355,73,LL Cool J,Luv U Better,2002,1P8IfcNKwrkQP5xJWuhaOC
5356,74,Sean Paul,Gimme the Light,2002,3Isy6kedDrgPYoTS1dazA9
5357,75,N Sync,Gone,2002,6Ff53KvcvAj5U7Z1vojB5o
5358,76,Ja Rule feat. Case,Livin' it Up,2002,1J2VVASYAamtQ3Bt8wGgA6
5359,77,Ludacris,Roll Out (My Business),2002,3ipn9JLAPI5GUEo4y4jcoi
5360,78,Goo Goo Dolls,Here is Gone,2002,2sil8z5kiy4r76CRTXxBCA
5361,79,Mary J. Blige,No More Drama,2002,1XkoF8ryArs86LZvFOkbyr
5362,80,Dirty Vegas,Days go By,2002,2IkHcHKErbWa0TA14yHkbl
5363,81,Ashanti,Baby,2002,5rkVyNGXEgeUqKkB5ccK83
5364,82,Kenny Chesney,The Good Stuff,2002,3grHWM9bx2E9vwJCdlRv9O
5365,83,Fat Joe feat. R. Kelly,We Thuggin',2002,3ScY9CQxNLQei8Umvpx5g6
5366,84,Steve Holy,Good Morning Beautiful,2002,0iYwcf0XreyCAswJOJMOII
5367,85,Aaliyah,Rock the Boat,2002,0urTpYCsixqZwgNTkPJOJ4
5368,86,Alan Jackson,Drive (For Daddy Gene),2002,4mxWe1mtYIYfP040G38yvS
5369,87,Jewel,Standing Still,2002,6FbDoZnMBTdhhhLuJBOOqP
5370,88,Jaheim feat. Next,Anything,2002,4sbB4Yy6Qig51pKCIKSLw3
5371,89,Brandy,Full Moon,2002,05oH07COxkXKIMt6mIPRee
5372,90,B2K,Uh Huh,2002,51d3rUlLuMh7EW09aMe7yj
5373,91,Celine Dion,A New Day has Come,2002,4S9EykWXhStSc15wEx8QFK
5374,92,Nelly Furtado,Turn Off the Light,2002,2jw70GZXlAI8QzWeY2bgRc
5375,93,George Strait,Living and Living Well,2002,5vngPClqofybhPERIqQMYd
5376,94,Toby Keith,My List,2002,2bA6fzP0lMAQ4kz6CF61w8
5377,95,Alanis Morissette,Hands Clean,2002,6ogn9necmbUdCppmNnGOdi
5378,96,Avril Lavigne,Sk8er Boi,2002,0p4nmQO2msCgU4IF37Wi3j
5379,97,Dixie Chicks,Long Time Gone,2002,25IG9fa7cbdmCIy3OnuH57
5380,98,Alan Jackson,Where Were You (When the World Stopped Turning),2002,4mxWe1mtYIYfP040G38yvS
5381,99,Justin Timberlake,Like I Love You,2002,31TPClRtHm23RisEBtV3X7
5382,100,Toya,I Do!!,2002,6cStgiv1qH5z6GYrFsjuGj
5383,1,50 Cent,In Da Club,2003,3q7HBObVc0L8jNeTe5Gofh
5384,2,R. Kelly,Ignition,2003,2mxe0TnaNL039ysAj51xPQ
5385,3,Sean Paul,Get Busy,2003,3Isy6kedDrgPYoTS1dazA9
5386,4,Beyonce feat. Jay-Z,Crazy in Love,2003,6vWDO969PvNqNYHIOW5v0m
5387,5,3 Doors Down,When I'm Gone,2003,2RTUTCvo6onsAnheUk3aL9
5388,6,matchbox twenty,Unwell,2003,3Ngh2zDBRPEriyxQDAMKd1
5389,7,Chingy,Right Thurr,2003,3s2wTjWxK8NOX09dmsvVOh
5390,8,Aaliyah,Miss You,2003,0urTpYCsixqZwgNTkPJOJ4
5391,9,Kid Rock feat. Sheryl Crow,Picture,2003,7dOBabd5O4CvKrg4iriHTM
5392,10,Evanescence feat. Paul McCoy,Bring me to Life,2003,5nGIFgo0shDenQYSE0Sn7c
5393,11,Lil Jon and The East Side Boyz feat. Ying Yang Twins,Get Low,2003,7sfl4Xt5KmfyDs2T3SVSMK
5394,12,Beyonce feat. Sean Paul,Baby Boy,2003,6vWDO969PvNqNYHIOW5v0m
5395,13,"Nelly, P. Diddy and Murphy Lee",Shake ya Tailfeather,2003,2gBjLmx6zQnFGQJCAQpRgw
5396,14,50 Cent feat. Nate Dogg,21 Questions,2003,3q7HBObVc0L8jNeTe5Gofh
5397,15,Jennifer Lopez feat. LL Cool J,All I Have,2003,2DlGxzQSjYe5N6G9nkYghR
5398,16,Christina Aguilera,Beautiful,2003,1l7ZsJRRS8wlW3WfJfPfNS
5399,17,Busta Rhymes and Mariah Carey feat. The Flipmode Squad,I Know what you Want,2003,1YfEcTuGvBQ8xSD1f53UnK
5400,18,Avril Lavigne,I'm with You,2003,0p4nmQO2msCgU4IF37Wi3j
5401,19,Uncle Kracker feat. Dobie Gray,Drift Away,2003,2DnqqkzzDKm3vAoyHtn8So
5402,20,Lil' Kim feat. 50 Cent,Magic Stick,2003,5tth2a3v0sWwV1C7bApBdX
5403,21,50 Cent,P.I.M.P.,2003,3q7HBObVc0L8jNeTe5Gofh
5404,22,B2K and P. Diddy,"Bump, Bump, Bump",2003,51d3rUlLuMh7EW09aMe7yj
5405,23,Fabolous feat. Tamia Or Ashanti,Into You,2003,0YWxKQj2Go9CGHCp77UOyy
5406,24,Fabolous feat. Mike Shorey and Lil' Mo,Can't let you Go,2003,0YWxKQj2Go9CGHCp77UOyy
5407,25,Ja Rule feat. Ashanti,Mesmerize,2003,1J2VVASYAamtQ3Bt8wGgA6
5408,26,Black Eyed Peas,Where is the Love?,2003,1yxSLGMDHlW21z4YXirZDS
5409,27,Santana feat. Michelle Branch,The Game of Love,2003,6GI52t8N5F02MxU0g5U69P
5410,28,Eminem,Lose Yourself,2003,7dGJo4pcD2V6oG8kP0tJRR
5411,29,Ashanti,Rock wit U (Awww Baby),2003,5rkVyNGXEgeUqKkB5ccK83
5412,30,Justin Timberlake,Cry me a River,2003,31TPClRtHm23RisEBtV3X7
5413,31,Tyrese,How you Gonna Act Like That,2003,08p7B5OtcUuVblvkQIlBhJ
5414,32,Justin Timberlake,Rock your Body,2003,31TPClRtHm23RisEBtV3X7
5415,33,Wayne Wonder,No Letting Go,2003,3kc5AFnL1TQQdNaMdSW2UO
5416,34,Pharrell feat. Jay-Z,Frontin',2003,2RdwBSPQiwcmiDo9kixcl8
5417,35,Dixie Chicks,Landslide,2003,25IG9fa7cbdmCIy3OnuH57
5418,36,"Missy ""Misdemeanor"" Elliott",Work It,2003,5niRbYTYBUDibifKoFfieF
5419,37,Jay-Z feat. Beyonce Knowles,03 Bonnie & Clyde,2003,3nFkdlSjzX9mRTtwJOzDYB
5420,38,Nivea feat. Brian and Brandon Casey,Don't Mess with my Man,2003,15Dh5PvHQj909E0RgAe0aN
5421,39,Monica,So Gone,2003,6nzxy2wXs6tLgzEtqOkEi2
5422,40,"Nelly feat. Kyjuan, Ali and Murphy Lee",Air Force Ones,2003,2gBjLmx6zQnFGQJCAQpRgw
5423,41,Lumidee,"Never Leave You ÃŒ__Ã¥Ã•_Ã¥Ã•ÃŒÂ» Uh Ooh, Uh Oooh!",2003,1IO0GVa1xjkFMXsg66FiE9
5424,42,Snoop Dogg feat. Pharrell and Uncle Charlie Wilson,Beautiful,2003,7hJcb9fa4alzcOq3EaNPoG
5425,43,"Missy ""Misdemeanor"" Elliott feat. Ludacris",Gossip Folks,2003,5niRbYTYBUDibifKoFfieF
5426,44,Kelly Clarkson,Miss Independent,2003,3BmGtnKgCSGYIUhmivXKWX
5427,45,Train,Calling All Angels,2003,3FUY2gzHeIiaesXtOAdB7A
5428,46,YoungBloodZ feat. Lil Jon,Damn!,2003,2OqENqJFXPORP4BUGnu2Qq
5429,47,Clay Aiken,This is the Night,2003,13aBWT8LN4oNWWGFOu96MA
5430,48,John Mayer,Your Body is a Wonderland,2003,0hEurMDQu99nJRq8pTxO14
5431,49,Trapt,Headstrong,2003,1UdQqCUR7RwB9YYJONwbdM
5432,50,Ginuwine,In those Jeans,2003,7r8RF1tN2A4CiGEplkp1oP
5433,51,Ludacris feat. Shawnna,Stand Up,2003,3ipn9JLAPI5GUEo4y4jcoi
5434,52,Jason Mraz,The Remedy (I won't Worry),2003,4phGZZrJZRo4ElhRtViYdl
5435,53,Santana feat. Alex Band Or Chad Kroeger,Why Don't You & I,2003,6GI52t8N5F02MxU0g5U69P
5436,54,Jay-Z,Excuse Me Miss,2003,3nFkdlSjzX9mRTtwJOzDYB
5437,55,Jennifer Lopez feat. Styles and Jadakiss,Jenny from the Block,2003,2DlGxzQSjYe5N6G9nkYghR
5438,56,Michelle Branch,Are you Happy Now?,2003,5rScKX1Sh1U67meeUyTGwk
5439,57,Shania Twain,Forever and for Always,2003,5e4Dhzv426EvQe3aDb64jL
5440,58,Nas,I Can,2003,20qISvAhX20dpIbOOzGK3q
5441,59,No Doubt feat. Lady Saw,Underneath it All,2003,0cQbJU1aAzvbEmTuljWLlF
5442,60,Daniel Bedingfield,If you're not the One,2003,11hIqBsGRPztdjBHCSLClX
5443,61,R. Kelly,Thoia Thoing,2003,2mxe0TnaNL039ysAj51xPQ
5444,62,3 Doors Down,Here without You,2003,2RTUTCvo6onsAnheUk3aL9
5445,63,50 Cent,Wanksta,2003,3q7HBObVc0L8jNeTe5Gofh
5446,64,Mya,My Love is LikeÃŒ__Ã¥Ã•__ Wo,2003,6lHL3ubAMgSasKjNqKb8HF
5447,65,Alan Jackson and Jimmy Buffett,It's Five O'Clock Somewhere,2003,4mxWe1mtYIYfP040G38yvS
5448,66,Sean Paul,Like Glue,2003,3Isy6kedDrgPYoTS1dazA9
5449,67,Christina Aguilera feat. Lil' Kim,Can't Hold us Down,2003,1l7ZsJRRS8wlW3WfJfPfNS
5450,68,Lonestar,My Front Porch Looking In,2003,3qbnxnvUqR14MJ9g8QwZJK
5451,69,Amanda Perez,Angel,2003,5DqmNLPM1kAbSBQk2FMm6b
5452,70,Puddle Of Mudd,She Hates Me,2003,3dXaa6jwM7B52GZpaJEIr5
5453,71,Frankie J,Don't Wanna Try,2003,3sMYEBy0CZFxedcnm9i9hf
5454,72,Lil' Kim feat. Mr. Cheeks,The Jump Off,2003,5tth2a3v0sWwV1C7bApBdX
5455,73,Jewel,Intuition,2003,6FbDoZnMBTdhhhLuJBOOqP
5456,74,Ginuwine feat. Baby,Hell Yeah,2003,7r8RF1tN2A4CiGEplkp1oP
5457,75,Toby Keith With Willie Nelson,Beer for my Horses,2003,2bA6fzP0lMAQ4kz6CF61w8
5458,76,Chingy feat. Ludacris and Snoop Dogg,Holidae In,2003,3s2wTjWxK8NOX09dmsvVOh
5459,77,Baby Bash feat. Frankie J,Suga Suga,2003,12PSlydMSjEHzSCj9X5qv7
5460,78,Erykah Badu feat. Common,Love of my Life (An Ode to Hip Hop),2003,7IfculRW2WXyzNQ8djX8WX
5461,79,Christina Aguilera,Fighter,2003,1l7ZsJRRS8wlW3WfJfPfNS
5462,80,2Pac,Thugz Mansion,2003,1ZwdS5xdxEREPySFridCfh
5463,81,Coldplay,Clocks,2003,4gzpq5DPGxSnKTe4SA8HAU
5464,82,Jaheim,Put that Woman First,2003,4sbB4Yy6Qig51pKCIKSLw3
5465,83,Ashanti,Rain on Me,2003,5rkVyNGXEgeUqKkB5ccK83
5466,84,Mark Wills,19 Somethin',2003,0dlwjJe4kg9TgOMN184bJF
5467,85,Young Gunz,"Can't Stop, Won't Stop",2003,2sBv30RzdeMVPoBXbzjIo5
5468,86,Brooks and Dunn,Red Dirt Road,2003,0XKOBt59crntr7HQXXO8Yz
5469,87,Dierks Bentley,What was I Thinkin',2003,7x8nK0m0cP2ksQf0mjWdPS
5470,88,Ruben Studdard,Flying without Wings,2003,0H0yrKDty3I7pPrNUSH3wW
5471,89,Eminem,Sing for the Moment,2003,7dGJo4pcD2V6oG8kP0tJRR
5472,90,Darryl Worley,Have you Forgotten?,2003,4zIBkSJcqRp4ADuFI94WvO
5473,91,Kenny Chesney,"No Shoes, No Shirt, No Problems",2003,3grHWM9bx2E9vwJCdlRv9O
5474,92,Aaliyah,Come Over,2003,0urTpYCsixqZwgNTkPJOJ4
5475,93,Field Mob,Sick of Being Lonely,2003,0Uo6kyjrbQoZBlcXsMb8Vm
5476,94,R. Kelly,Step in the Name of Love,2003,2mxe0TnaNL039ysAj51xPQ
5477,95,Thalia feat. Fat Joe,I Want You,2003,23wEWD21D4TPYiJugoXmYb
5478,96,Audioslave,Like a Stone,2003,2ziB7fzrXBoh1HUPS6sVFn
5479,97,Norah Jones,Don't know Why,2003,2Kx7MNY7cI1ENniW7vT30N
5480,98,Eminem,Superman,2003,7dGJo4pcD2V6oG8kP0tJRR
5481,99,Tim McGraw,Real Good Man,2003,6roFdX1y5BYSbp60OTJWMd
5482,100,Floetry,Say Yes,2003,0un6YenPxWZ2VW4aFGMupM
5483,1,Usher feat. Lil Jon and Ludacris,Yeah!,2004,23zg3TcAtWQy7J6upgbUnj
5484,2,Usher,Burn,2004,23zg3TcAtWQy7J6upgbUnj
5485,3,Alicia Keys,If I Ain't Got You,2004,3DiDSECUqqY1AuBP8qtaIa
5486,4,Maroon 5,This Love,2004,04gDigrS5kc9YWfZHwBETP
5487,5,OutKast feat. Sleepy Brown,The Way You Move,2004,1G9G7WwrXka3Z1r7aIDjI7
5488,6,Hoobastank,The Reason,2004,2MqhkhX4npxDZ62ObR5ELO
5489,7,Mario Winans feat. Enya and P. Diddy,I Don't Wanna Know,2004,4BIQA9vRkqXEnA2twmq7mU
5490,8,OutKast,Hey Ya!,2004,1G9G7WwrXka3Z1r7aIDjI7
5491,9,Ciara feat. Petey Pablo,Goodies,2004,2NdeV5rLm47xAvogXrYhJX
5492,10,Terror Squad,Lean Back,2004,2BvzbqWWwLN11XGBYgDZzx
5493,11,J-Kwon,Tipsy,2004,1Zz5UxfKSSqc6hpa3xJPCw
5494,12,Usher,Confessions Part II,2004,23zg3TcAtWQy7J6upgbUnj
5495,13,Juvenile feat. Soulja Slim,Slow Motion,2004,0rG0AZBscc8S8q1ahIsasI
5496,14,Petey Pablo,Freek-a-Leek,2004,4Js9eYwAf9rypNtV8pNSw9
5497,15,3 Doors Down,Here Without You,2004,2RTUTCvo6onsAnheUk3aL9
5498,16,Twista feat. Kanye West and Jamie Foxx,Slow Jamz,2004,6vbY3hOaCAhC7VjucswgdS
5499,17,Nickelback,Someday,2004,6deZN1bslXzeGvOLaLMOIF
5500,18,Beyonce,Naughty Girl,2004,6vWDO969PvNqNYHIOW5v0m
5501,19,Evanescence,My Immortal,2004,5nGIFgo0shDenQYSE0Sn7c
5502,20,Lil' Flip feat. Lea,Sunshine,2004,4Q5sPmM8j4SpMqL4UA1DtS
5503,21,Jay-Z,Dirt Off Your Shoulder,2004,3nFkdlSjzX9mRTtwJOzDYB
5504,22,Nina Sky feat. Jabba,Move Ya Body,2004,6eBYLQONaYZhZNAVK061t6
5505,23,Christina Milian,Dip It Low,2004,4eAOcbAXIF4BmbN6E1QIlw
5506,24,Usher And Alicia Keys,My Boo,2004,23zg3TcAtWQy7J6upgbUnj
5507,25,Chingy feat. J. Weav,One Call Away,2004,3s2wTjWxK8NOX09dmsvVOh
5508,26,Beyonce,"Me, Myself, and I",2004,6vWDO969PvNqNYHIOW5v0m
5509,27,Kevin Lyttle feat. Spragga Benz,Turn Me On,2004,1GaBsp1ICIp1e6udgE7fba
5510,28,Sheryl Crow,The First Cut Is The Deepest,2004,4TKTii6gnOnUXQHyuo9JaD
5511,29,Alicia Keys,You Don't Know My Name,2004,3DiDSECUqqY1AuBP8qtaIa
5512,30,Nelly feat. Jaheim,My Place,2004,2gBjLmx6zQnFGQJCAQpRgw
5513,31,Twista,Overnight Celebrity,2004,6vbY3hOaCAhC7VjucswgdS
5514,32,Cassidy feat. R. Kelly,Hotel,2004,3WilJWdCNLSU7fpYjiKb7v
5515,33,Linkin Park,Numb,2004,6XyY86QOPPrYVGvF9ch6wz
5516,34,Alicia Keys feat. Tony! Toni! Tone!,Diary,2004,3DiDSECUqqY1AuBP8qtaIa
5517,35,Maroon 5,She Will be Loved,2004,04gDigrS5kc9YWfZHwBETP
5518,36,Dido,White Flag,2004,2mpeljBig2IXLXRAFO9AAs
5519,37,Los Lonely Boys,Heaven,2004,4aSEmLLxLX9wR5aLMllOKj
5520,38,No Doubt,It's My Life,2004,0cQbJU1aAzvbEmTuljWLlF
5521,39,Ashlee Simpson,Pieces of Me,2004,4hqDqHtBlgxXpLXVYf7c8L
5522,40,JoJo,Leave (Get Out),2004,5xuNBZoM7z1Vv8IQ6uM0p6
5523,41,Kelis,Milkshake,2004,0IF46mUS8NXjgHabxk2MCM
5524,42,Ludacris,Splash Waterfalls,2004,3ipn9JLAPI5GUEo4y4jcoi
5525,43,Kanye West,Jesus Walks,2004,5K4W6rqBFWDnAN6FQUkS6x
5526,44,Akon feat. Styles P.,Locked Up,2004,0z4gvV4rjIZ9wHck67ucSV
5527,45,Ludacris feat. Shawnna,Stand Up,2004,3ipn9JLAPI5GUEo4y4jcoi
5528,46,Baby Bash feat. Frankie J,Suga Suga,2004,12PSlydMSjEHzSCj9X5qv7
5529,47,Kanye West feat. Syleena Johnson,All Falls Down,2004,5K4W6rqBFWDnAN6FQUkS6x
5530,48,Britney Spears,Toxic,2004,26dSoYclwsYLMAKD3tpOr4
5531,49,Ying Yang Twins feat. Lil Jon and The East Side Boyz,Salt Shaker,2004,44PA0rCQXikgOWbfY7Fq7m
5532,50,Jessica Simpson,With You,2004,2tFN9ubMXEhdAQvdQxcsma
5533,51,Switchfoot,Meant to Live,2004,6S58b0fr8TkWrEHOH4tRVu
5534,52,"Houston feat. Chingy, Nate Dogg and I-20",I Like That,2004,6XpaIBNiVzIetEPCWDvAFP
5535,53,Ruben Studdard,Sorry 2004,2004,0H0yrKDty3I7pPrNUSH3wW
5536,54,Avril Lavigne,My Happy Ending,2004,0p4nmQO2msCgU4IF37Wi3j
5537,55,Lloyd Banks,On Fire,2004,3vDUJHQtqT3jFRZ2ECXDTi
5538,56,OutKast,Roses,2004,1G9G7WwrXka3Z1r7aIDjI7
5539,57,Jagged Edge,Walker outta Heaven,2004,7Aq8lpLMSt1Zxu56pe9bmp
5540,58,Destiny's Child,Lose My Breath,2004,1Y8cdNmUJH7yBTd9yOvr5i
5541,59,D12,My Band,2004,5Qi4Bb7a8C0a00NZcA77L0
5542,60,Sean Paul feat. Sasha,I'm Still in Love with You,2004,3Isy6kedDrgPYoTS1dazA9
5543,61,Kanye West,Through the Wire,2004,5K4W6rqBFWDnAN6FQUkS6x
5544,62,Jadakiss feat. Anthony Hamilton,Why?,2004,5pnbUBPifNnlusY8kTBivi
5545,63,Eamon,F**k It (I Don't Want you Back),2004,1y20PpXw0yeuJ1avCD0Ob9
5546,64,Avant,Read your Mind,2004,0AunegKKH2ys98aLxq8G1A
5547,65,Lil' Flip,Game Over (Flip),2004,4Q5sPmM8j4SpMqL4UA1DtS
5548,66,Finger Eleven,One Thing,2004,0niJkG4tKkne3zwr7I8n9n
5549,67,LL Cool J,Headsprung,2004,1P8IfcNKwrkQP5xJWuhaOC
5550,68,YoungBloodZ feat. Lil Jon,Damn!,2004,2OqENqJFXPORP4BUGnu2Qq
5551,69,Beyonce feat. Sean Paul,Baby Boy,2004,6vWDO969PvNqNYHIOW5v0m
5552,70,Lil Jon and The East Side Boyz feat. Ying Yang Twins,Get Low,2004,7sfl4Xt5KmfyDs2T3SVSMK
5553,71,Snoop Dogg feat. Pharrell,Drop it Like it's Hot,2004,7hJcb9fa4alzcOq3EaNPoG
5554,72,Monica,U Should've Known Better,2004,6nzxy2wXs6tLgzEtqOkEi2
5555,73,Ryan Cabrera,On the Way Down,2004,3C4t1usFGoKHCSRdujm2GN
5556,74,Kelly Clarkson,Breakaway,2004,3BmGtnKgCSGYIUhmivXKWX
5557,75,Santana feat. Alex Band Or Chad Kroeger,Why Don't you & I,2004,6GI52t8N5F02MxU0g5U69P
5558,76,Jet,Are You Gonna Be My Girl,2004,5ypxebeHEIXjMtJb17uJlI
5559,77,Five For Fighting,100 Years,2004,7FgMLbnZVrEnir95O0YujA
5560,78,R. Kelly,Step In The Name Of Love,2004,2mxe0TnaNL039ysAj51xPQ
5561,79,Linkin Park,Breaking the Habit,2004,6XyY86QOPPrYVGvF9ch6wz
5562,80,Nick Cannon feat. R. Kelly,Gigolo,2004,480i0t8YiGc2aoOR6BeLAb
5563,81,Tim McGraw,Live Like You Were Dying,2004,6roFdX1y5BYSbp60OTJWMd
5564,82,Alan Jackson,Remember When,2004,4mxWe1mtYIYfP040G38yvS
5565,83,Britney Spears,Everytime,2004,26dSoYclwsYLMAKD3tpOr4
5566,84,Lloyd feat. Ashanti,Southside,2004,1Xfmvd48oOhEWkscWyEbh9
5567,85,Beenie Man feat. Ms. Thing,Dude,2004,4L3GTE04bW5N7azA9QPhjA
5568,86,G-Unit feat. Joe,Wanna Get To Know You,2004,6evKD5JWJON3qPBJtUEmtY
5569,87,Chingy feat. Ludacris and Snoop Dogg,Holidae In,2004,3s2wTjWxK8NOX09dmsvVOh
5570,88,Black Eyed Peas,Let's Get It Started,2004,1yxSLGMDHlW21z4YXirZDS
5571,89,Kenny Chesney and Uncle Kracker,When the Sun Goes Down,2004,3grHWM9bx2E9vwJCdlRv9O
5572,90,Toby Keith,American Soldier,2004,2bA6fzP0lMAQ4kz6CF61w8
5573,91,Jay-Z,Change Clothes,2004,3nFkdlSjzX9mRTtwJOzDYB
5574,92,Avril Lavigne,Don't Tell Me,2004,0p4nmQO2msCgU4IF37Wi3j
5575,93,Keith Urban,You'll Think of Me,2004,0u2FHSq3ln94y5Q57xazwf
5576,94,R. Kelly,Happy People,2004,2mxe0TnaNL039ysAj51xPQ
5577,95,Black Eyed Peas,Hey Mama,2004,1yxSLGMDHlW21z4YXirZDS
5578,96,Nelly feat. Tim McGraw,Over and Over,2004,2gBjLmx6zQnFGQJCAQpRgw
5579,97,Gretchen Wilson,Redneck Woman,2004,0IdYRFTswLdsGwSnzOaGNF
5580,98,Eminem,Just Lose It,2004,7dGJo4pcD2V6oG8kP0tJRR
5581,99,John Michael Montgomery,Letters from Home,2004,7mPcfx7PhnBh6n4HMCd61A
5582,100,Kenny Chesney,I Go Back,2004,3grHWM9bx2E9vwJCdlRv9O
5583,1,Mariah Carey,We Belong Together,2005,4iHNK0tOyZPYnBU7nGAgpQ
5584,2,Gwen Stefani,Hollaback Girl,2005,4yiQZ8tQPux8cPriYMWUFP
5585,3,Mario,Let Me Love You,2005,20s0P9QLxGqKuCsGwFsp7w
5586,4,Kelly Clarkson,Since U Been Gone,2005,3BmGtnKgCSGYIUhmivXKWX
5587,5,Ciara feat. Missy Elliott,"1, 2 Step",2005,2NdeV5rLm47xAvogXrYhJX
5588,6,Kanye West feat. Jamie Foxx,Gold Digger,2005,5K4W6rqBFWDnAN6FQUkS6x
5589,7,Green Day,Boulevard of Broken Dreams,2005,7oPftvlwr6VrsViSDV7fJY
5590,8,50 Cent feat. Olivia,Candy Shop,2005,3q7HBObVc0L8jNeTe5Gofh
5591,9,The Pussycat Dolls feat. Busta Rhymes,Don't Cha,2005,6wPhSqRtPu1UhRCDX5yaDJ
5592,10,Kelly Clarkson,Behind These Hazel Eyes,2005,3BmGtnKgCSGYIUhmivXKWX
5593,11,50 Cent,Disco Inferno,2005,3q7HBObVc0L8jNeTe5Gofh
5594,12,Lifehouse,You and Me,2005,5PokPZn11xzZXyXSfnvIM3
5595,13,The Black Eyed Peas,Don't Phunk With My Heart,2005,1yxSLGMDHlW21z4YXirZDS
5596,14,Missy Elliott feat. Ciara and Fat Man Scoop,Lose Control,2005,2wIVse2owClT7go1WT98tk
5597,15,Mariah Carey,Shake it Off,2005,4iHNK0tOyZPYnBU7nGAgpQ
5598,16,The Killers,Mr. Brightside,2005,0C0XlULifJtAgn6ZNCW2eu
5599,17,50 Cent,Just a Lil Bit,2005,3q7HBObVc0L8jNeTe5Gofh
5600,18,Rihanna,Pon de Replay,2005,5pKCCKE2ajJHZ9KAiaK11H
5601,19,The Game feat. 50 Cent,How We Do,2005,0NbfKEOTQCcwd6o7wSDOHI
5602,20,Weezer,Beverly Hills,2005,3jOstUTkEu2JkjvRdBA5Gu
5603,21,Ciara feat. Ludacris,Oh,2005,2NdeV5rLm47xAvogXrYhJX
5604,22,Rob Thomas,Lonely No More,2005,3aBkeBhwadnWMWoVJ2CxJC
5605,23,Snoop Dogg feat. Pharrell,Drop it Like It's Hot,2005,7hJcb9fa4alzcOq3EaNPoG
5606,24,The Game feat. 50 Cent,Hate It or Love It,2005,0NbfKEOTQCcwd6o7wSDOHI
5607,25,Lil Jon and The East Side Boyz feat. Usher and Ludacris,Lovers and Friends,2005,7sfl4Xt5KmfyDs2T3SVSMK
5608,26,Destiny's Child feat. T.I. and Lil Wayne,Soldier,2005,1Y8cdNmUJH7yBTd9yOvr5i
5609,27,Kelly Clarkson,Breakaway,2005,3BmGtnKgCSGYIUhmivXKWX
5610,28,Will Smith,Switch,2005,41qil2VaGbD194gaEcmmyx
5611,29,Bow Wow feat. Omarion,Let Me HOld You,2005,7352aRY2mqSxBZwzUb6LmA
5612,30,Bow Wow feat. Ciara,Like You,2005,7352aRY2mqSxBZwzUb6LmA
5613,31,Gwen Stefani feat. Eve,Rich Girl,2005,4yiQZ8tQPux8cPriYMWUFP
5614,32,The Black Eyed Peas,My Humps,2005,1yxSLGMDHlW21z4YXirZDS
5615,33,Frankie J feat. Baby Bash,Obsession (No Es Amor),2005,3sMYEBy0CZFxedcnm9i9hf
5616,34,Usher,Caught Up,2005,23zg3TcAtWQy7J6upgbUnj
5617,35,D.H.T.,Listen to your Heart,2005,1eAJ2GrxUU5nJYEqaxQWvW
5618,36,Papa Roach,Scars,2005,4RddZ3iHvSpGV4dvATac9X
5619,37,Gorillaz,Feel Good Inc,2005,3AA28KZvwAUcZuOKwyblJQ
5620,38,3 Doors Down,Let Me Go,2005,2RTUTCvo6onsAnheUk3aL9
5621,39,Green Day,Holiday,2005,7oPftvlwr6VrsViSDV7fJY
5622,40,Fall Out Boy,"Sugar, we're Goin' Down",2005,4UXqAaa6dQYAk18Lv7PEgX
5623,41,Pretty Ricky,Grind With Me,2005,6XwcepfAsPhrvwziGxhwju
5624,42,Chris Brown,Run It!,2005,7bXgB6jMjp9ATFy66eO08Z
